sl,year,statename,pcname,candidate,sex,party,total,overpolled,votesv,electors,polled,pollperc,rank,win,alliance
989,1991,ASSAM,LAKHIMPUR,RITA DEBI (W),F,IND,10399,1.74%,,887318,642536,72.41%,10,0,OTHERS
990,1991,ASSAM,LAKHIMPUR,PADAMESWAR PHUKAN,M,JP,6211,1.04%,,887318,642536,72.41%,11,0,OTHERS
991,1991,ASSAM,LAKHIMPUR,HIRANYA PEGU,M,IND,5486,0.92%,,887318,642536,72.41%,12,0,OTHERS
992,1991,ASSAM,LAKHIMPUR,UMA KANTA RAJKHOWA,M,IND,4371,0.73%,,887318,642536,72.41%,13,0,OTHERS
993,1991,ASSAM,LAKHIMPUR,PREMADHAR BORAH,M,IND,4070,0.68%,,887318,642536,72.41%,14,0,OTHERS
994,1991,ASSAM,LAKHIMPUR,RADAKISHAN BAHETI,M,IND,3144,0.53%,,887318,642536,72.41%,15,0,OTHERS
998,1991,BIHAR,BAGAHA (SC),MAHENDRA BAITHA,M,JD,182265,46.45%,,874889,397126,45.39%,1,1,OTHERS
999,1991,BIHAR,BAGAHA (SC),KANCHAN BAITHA,M,BJP,133690,34.07%,,874889,397126,45.39%,2,0,BJP
1000,1991,BIHAR,BAGAHA (SC),NARASINGHA BAITHA,M,INC,57717,14.71%,,874889,397126,45.39%,3,0,INC
1001,1991,BIHAR,BAGAHA (SC),BRAHAM DEO RAM SHASTRI,M,JP,8612,2.19%,,874889,397126,45.39%,4,0,OTHERS
1002,1991,BIHAR,BAGAHA (SC),PRAMOD RAM,M,IND,4004,1.02%,,509932,256338,50.27%,5,0,OTHERS
1003,1991,BIHAR,BAGAHA (SC),SHANKER PASWAN,M,IND,1147,0.29%,,509932,256338,50.27%,6,0,OTHERS
1004,1991,BIHAR,BAGAHA (SC),RAJENDRA HAJARA,M,IND,1074,0.27%,,509932,256338,50.27%,7,0,OTHERS
1005,1991,BIHAR,BAGAHA (SC),JADUNI RAM,M,IND,859,0.22%,,509932,256338,50.27%,8,0,OTHERS
1006,1991,BIHAR,BAGAHA (SC),GHOOGHALI RAM,M,DDP,808,0.21%,,509932,256338,50.27%,9,0,OTHERS
1007,1991,BIHAR,BAGAHA (SC),RISHI RAM,M,IND,759,0.19%,,874889,397126,45.39%,10,0,OTHERS
1008,1991,BIHAR,BAGAHA (SC),RAJ KUMAR BAITHA,M,IND,608,0.15%,,874889,397126,45.39%,11,0,OTHERS
1009,1991,BIHAR,BAGAHA (SC),JITENDRA KUMAR BHARTI,M,IND,551,0.14%,,874889,397126,45.39%,12,0,OTHERS
1010,1991,BIHAR,BAGAHA (SC),SHANKER HAJARA,M,IND,274,0.07%,,874889,397126,45.39%,13,0,OTHERS
1013,1991,BIHAR,BETTIAH,FAIYAZULAZAM,M,JD,283073,54.52%,,920104,530880,57.70%,1,1,OTHERS
1019,1991,BIHAR,BETTIAH,MADAN PRA JAISWAL,M,BJP,184715,35.58%,,920104,530880,57.70%,2,0,BJP
1020,1991,BIHAR,BETTIAH,SAHIR AHMAD,M,INC,29454,5.67%,,920104,530880,57.70%,3,0,INC
1021,1991,BIHAR,BETTIAH,DHARMESH PRASAD VERMA,M,JP,14072,2.71%,,920104,530880,57.70%,4,0,OTHERS
1022,1991,BIHAR,BETTIAH,PREM CHANDRA HAZRA,M,IND,1246,0.24%,,819648,303755,37.06%,5,0,OTHERS
1023,1991,BIHAR,BETTIAH,AJOY KUMAR,M,BSP,1176,0.23%,,819648,303755,37.06%,6,0,OTHERS
1024,1991,BIHAR,BETTIAH,PREM KUMAR JAISWAL,M,IND,1169,0.23%,,819648,303755,37.06%,7,0,OTHERS
1025,1991,BIHAR,BETTIAH,ARJUN PANDEY,M,ICS(SCS),987,0.19%,,819648,303755,37.06%,8,0,OTHERS
1026,1991,BIHAR,BETTIAH,PRABHU MISHRA,M,IND,951,0.18%,,819648,303755,37.06%,9,0,OTHERS
1027,1991,BIHAR,BETTIAH,SAHJADA MAINUDDIN,M,IND,327,0.06%,,920104,530880,57.70%,10,0,OTHERS
1028,1991,BIHAR,BETTIAH,SHAMBHU PRASAD YADAV,M,IND,311,0.06%,,920104,530880,57.70%,11,0,OTHERS
1029,1991,BIHAR,BETTIAH,NATHUNI KAUR,M,IND,287,0.06%,,920104,530880,57.70%,12,0,OTHERS
1030,1991,BIHAR,BETTIAH,RAJDEO TIWARY,M,IND,237,0.05%,,920104,530880,57.70%,13,0,OTHERS
1031,1991,BIHAR,BETTIAH,SHAMBHU PRASAD,M,IND,225,0.04%,,920104,530880,57.70%,14,0,OTHERS
1032,1991,BIHAR,BETTIAH,SOOGRIVA BHAGAT,M,IND,184,0.04%,,920104,530880,57.70%,15,0,OTHERS
1033,1991,BIHAR,BETTIAH,SAMSUDDIN MIAN,M,IND,175,0.03%,,920104,530880,57.70%,16,0,OTHERS
1034,1991,BIHAR,BETTIAH,MAYA DEVI GUPTA (W),F,IND,159,0.03%,,920104,530880,57.70%,17,0,OTHERS
1035,1991,BIHAR,BETTIAH,SAHID MIAN,M,IND,144,0.03%,,920104,530880,57.70%,18,0,OTHERS
1036,1991,BIHAR,BETTIAH,RAGHUNATH SAH,M,DDP,138,0.03%,,920104,530880,57.70%,19,0,OTHERS
1037,1991,BIHAR,BETTIAH,HARI SANKAR SHARMA,M,IND,104,0.02%,,920104,530880,57.70%,20,0,OTHERS
1038,1991,BIHAR,BETTIAH,RAMESHWAR RAUT,M,IND,63,0.01%,,920104,530880,57.70%,21,0,OTHERS
1041,1991,BIHAR,MOTIHARI,KAMLA MISHRA MADHUKAR,M,CPI,264423,47.55%,,939457,582187,61.97%,1,1,OTHERS
1042,1991,BIHAR,MOTIHARI,RADHA MOHAN SINGH,M,BJP,166371,29.92%,,939457,582187,61.97%,2,0,BJP
1043,1991,BIHAR,MOTIHARI,GIRISH MISHRA,M,INC,96073,17.28%,,939457,582187,61.97%,3,0,INC
1044,1991,BIHAR,MOTIHARI,JAINARAIN PRA NISHAD,M,JP,23996,4.32%,,939457,582187,61.97%,4,0,OTHERS
1045,1991,BIHAR,MOTIHARI,SURESH KU YADAVA,M,SKD,1126,0.20%,,939457,582187,61.97%,5,0,OTHERS
1046,1991,BIHAR,MOTIHARI,CHANDRA SHEKHAR GUPTA,M,IND,1090,0.20%,,939457,582187,61.97%,6,0,OTHERS
1047,1991,BIHAR,MOTIHARI,RAM CHANDRA PRASAD,M,DDP,1026,0.18%,,939457,582187,61.97%,7,0,OTHERS
1048,1991,BIHAR,MOTIHARI,AMAR SINGH,M,IND,857,0.15%,,939457,582187,61.97%,8,0,OTHERS
1049,1991,BIHAR,MOTIHARI,RAJESHWAR PRASAD,M,IND,453,0.08%,,939457,582187,61.97%,9,0,OTHERS
1050,1991,BIHAR,MOTIHARI,HANS LAL RAI,M,IND,373,0.07%,,939457,582187,61.97%,10,0,OTHERS
1051,1991,BIHAR,MOTIHARI,DAROGA SAH,M,IND,281,0.05%,,939457,582187,61.97%,11,0,OTHERS
1054,1991,BIHAR,GOPALGANJ,ABDUL GHAFOOR,M,JD,351243,50.33%,,948650,710378,74.88%,1,1,OTHERS
1055,1991,BIHAR,GOPALGANJ,KALI PRASAD PANDEY,M,INC,238593,34.19%,,948650,710378,74.88%,2,0,INC
1056,1991,BIHAR,GOPALGANJ,MANDEO TIWARI,M,BJP,95534,13.69%,,948650,710378,74.88%,3,0,BJP
1057,1991,BIHAR,GOPALGANJ,HARENDRA PRASAD,M,JP,5744,0.82%,,948650,710378,74.88%,4,0,OTHERS
1058,1991,BIHAR,GOPALGANJ,RAMASHIS SINGH KUSHWAHA,M,BSP,2442,0.35%,,903188,479351,53.07%,5,0,OTHERS
1059,1991,BIHAR,GOPALGANJ,KASHI NATH SAHI,M,IND,1613,0.23%,,903188,479351,53.07%,6,0,OTHERS
1060,1991,BIHAR,GOPALGANJ,KASHI NATH SINGH,M,DDP,708,0.10%,,903188,479351,53.07%,7,0,OTHERS
1061,1991,BIHAR,GOPALGANJ,BHARAT DAS,M,IND,691,0.10%,,903188,479351,53.07%,8,0,OTHERS
1062,1991,BIHAR,GOPALGANJ,HIRDYA NATH RAI,M,IND,430,0.06%,,903188,479351,53.07%,9,0,OTHERS
1063,1991,BIHAR,GOPALGANJ,SHANKER SAH,M,IND,255,0.04%,,948650,710378,74.88%,10,0,OTHERS
1064,1991,BIHAR,GOPALGANJ,RAMA SHANKER SARAMA,M,IND,235,0.03%,,948650,710378,74.88%,11,0,OTHERS
1065,1991,BIHAR,GOPALGANJ,SHANE AHMAD KHAN,M,IND,216,0.03%,,948650,710378,74.88%,12,0,OTHERS
1066,1991,BIHAR,GOPALGANJ,VIJOY KUMAR UPADHYAY,M,IND,184,0.03%,,948650,710378,74.88%,13,0,OTHERS
1074,1991,BIHAR,SIWAN,BRISHIN PATEL,M,JD,315336,51.27%,,976411,622535,63.76%,1,1,OTHERS
1075,1991,BIHAR,SIWAN,UMASHANKAR SINGH,M,JP,169444,27.55%,,976411,622535,63.76%,2,0,OTHERS
1076,1991,BIHAR,SIWAN,JANARDAN TIWARI,M,BJP,75410,12.26%,,976411,622535,63.76%,3,0,BJP
1077,1991,BIHAR,SIWAN,M SALIMULLAH,M,INC,25551,4.15%,,976411,622535,63.76%,4,0,INC
1078,1991,BIHAR,SIWAN,RAMESH SINGH KUSHWAHA,M,IPF,20688,3.36%,,976411,622535,63.76%,5,0,OTHERS
1079,1991,BIHAR,SIWAN,SUGENDRA CHOUDHURY,M,IND,1735,0.28%,,976411,622535,63.76%,6,0,OTHERS
1080,1991,BIHAR,SIWAN,GOPAL HARIJAN,M,IND,1295,0.21%,,976411,622535,63.76%,7,0,OTHERS
1081,1991,BIHAR,SIWAN,RAM BILASH YADAV,M,BSP,1236,0.20%,,976411,622535,63.76%,8,0,OTHERS
1082,1991,BIHAR,SIWAN,UTIM RAI,M,IND,919,0.15%,,976411,622535,63.76%,9,0,OTHERS
1083,1991,BIHAR,SIWAN,KAMLESHWAR PRASAD,M,DDP,718,0.12%,,976411,622535,63.76%,10,0,OTHERS
1084,1991,BIHAR,SIWAN,JAGANATH SINGH,M,IND,591,0.10%,,976411,622535,63.76%,11,0,OTHERS
1085,1991,BIHAR,SIWAN,RAMDHAN SONAR,M,IND,534,0.09%,,976411,622535,63.76%,12,0,OTHERS
1086,1991,BIHAR,SIWAN,DINESH KUMAR MANDOL,M,IND,406,0.07%,,976411,622535,63.76%,13,0,OTHERS
1087,1991,BIHAR,SIWAN,PRABHU SINGH,M,IND,357,0.06%,,976411,622535,63.76%,14,0,OTHERS
1088,1991,BIHAR,SIWAN,DINESH KUSHWAHA,M,IND,326,0.05%,,976411,622535,63.76%,15,0,OTHERS
1089,1991,BIHAR,SIWAN,BHIRGUNATH GOND,M,IND,299,0.05%,,976411,622535,63.76%,16,0,OTHERS
1090,1991,BIHAR,SIWAN,SURYA NATH PANDEY,M,IND,156,0.03%,,976411,622535,63.76%,17,0,OTHERS
1091,1991,BIHAR,SIWAN,BHAGWANGEE,M,IND,98,0.02%,,976411,622535,63.76%,18,0,OTHERS
1094,1991,BIHAR,MAHARAJGANJ,GIRIJA DEVI (W),F,JD,239700,37.98%,,1032512,653587,63.30%,1,1,OTHERS
1095,1991,BIHAR,MAHARAJGANJ,RAM BAHADUR SINGH,M,JP,215365,34.12%,,1032512,653587,63.30%,2,0,OTHERS
1096,1991,BIHAR,MAHARAJGANJ,RAMUDESHWAR SHARMA,M,BJP,91460,14.49%,,1032512,653587,63.30%,3,0,BJP
1097,1991,BIHAR,MAHARAJGANJ,PRABHU NATH SINGH,M,INC,71141,11.27%,,1032512,653587,63.30%,4,0,INC
1098,1991,BIHAR,MAHARAJGANJ,HIRA LAL RAI,M,IND,4182,0.66%,,1032512,653587,63.30%,5,0,OTHERS
1099,1991,BIHAR,MAHARAJGANJ,NILAM RANI (W),F,ICS(SCS),3074,0.49%,,1032512,653587,63.30%,6,0,OTHERS
1100,1991,BIHAR,MAHARAJGANJ,RAMAYODHYA RAM,M,BSP,1781,0.28%,,1032512,653587,63.30%,7,0,OTHERS
1101,1991,BIHAR,MAHARAJGANJ,ASHOK KUMAR,M,LKD,1469,0.23%,,1032512,653587,63.30%,8,0,OTHERS
1102,1991,BIHAR,MAHARAJGANJ,ARUN KUMAR SINGH,M,IND,502,0.08%,,1032512,653587,63.30%,9,0,OTHERS
1103,1991,BIHAR,MAHARAJGANJ,PASHUPATI RAI,M,IND,425,0.07%,,1032512,653587,63.30%,10,0,OTHERS
1104,1991,BIHAR,MAHARAJGANJ,CHANDRA BHUSHAN SINGH,M,IND,417,0.07%,,1032512,653587,63.30%,11,0,OTHERS
1105,1991,BIHAR,MAHARAJGANJ,NIZAMUDIN KHAN,M,IND,417,0.07%,,1032512,653587,63.30%,11,0,OTHERS
1106,1991,BIHAR,MAHARAJGANJ,DINESH KUMAR MANDAL,M,IND,349,0.06%,,1032512,653587,63.30%,13,0,OTHERS
1107,1991,BIHAR,MAHARAJGANJ,SHASHI BHUSHAN SINGH,M,IND,183,0.03%,,1032512,653587,63.30%,14,0,OTHERS
1108,1991,BIHAR,MAHARAJGANJ,RAM EKBAL RAI,M,IND,174,0.03%,,1032512,653587,63.30%,15,0,OTHERS
1109,1991,BIHAR,MAHARAJGANJ,RAJ BALABH BHARTI,M,IND,168,0.03%,,1032512,653587,63.30%,16,0,OTHERS
1110,1991,BIHAR,MAHARAJGANJ,SHIV NATH MAHTO,M,IND,164,0.03%,,1032512,653587,63.30%,17,0,OTHERS
1111,1991,BIHAR,MAHARAJGANJ,MAHESH SINGH,M,IND,137,0.02%,,1032512,653587,63.30%,18,0,OTHERS
1114,1991,BIHAR,CHAPRA,LAL BABU RAI,M,JD,350282,53.85%,,994872,726792,73.05%,1,1,OTHERS
1115,1991,BIHAR,CHAPRA,RAJIV RANJAN SINGH,M,JP,225709,34.70%,,994872,726792,73.05%,2,0,OTHERS
1116,1991,BIHAR,CHAPRA,RAM JAYPAL SINGH YADAV,M,INC,42293,6.50%,,994872,726792,73.05%,3,0,INC
1117,1991,BIHAR,CHAPRA,RAM DAS RAI,M,BJP,26955,4.14%,,994872,726792,73.05%,4,0,BJP
1118,1991,BIHAR,CHAPRA,GUDU SHARMA,M,IND,1280,0.20%,,885639,439587,49.64%,5,0,OTHERS
1119,1991,BIHAR,CHAPRA,GONAR MAHTO,M,IND,878,0.13%,,885639,439587,49.64%,6,0,OTHERS
1120,1991,BIHAR,CHAPRA,RAM DAS SINGH,M,IND,424,0.07%,,885639,439587,49.64%,7,0,OTHERS
1121,1991,BIHAR,CHAPRA,CHATURBHUJ TEWARI,M,IND,418,0.06%,,885639,439587,49.64%,8,0,OTHERS
1127,1991,BIHAR,CHAPRA,KRISHNA RAI,M,IND,413,0.06%,,885639,439587,49.64%,9,0,OTHERS
1128,1991,BIHAR,CHAPRA,ANUGARAH NARAIN SINGH,M,AZP,305,0.05%,,994872,726792,73.05%,10,0,OTHERS
1129,1991,BIHAR,CHAPRA,LALAN KUMAR SINGH,M,IND,252,0.04%,,994872,726792,73.05%,11,0,OTHERS
1130,1991,BIHAR,CHAPRA,NAWAL KISHORENIRALA,M,IND,186,0.03%,,994872,726792,73.05%,12,0,OTHERS
1131,1991,BIHAR,CHAPRA,ANIL KR TIWARI,M,IND,179,0.03%,,994872,726792,73.05%,13,0,OTHERS
1132,1991,BIHAR,CHAPRA,VIJAYA NAND,M,DBM,175,0.03%,,994872,726792,73.05%,14,0,OTHERS
1133,1991,BIHAR,CHAPRA,JANG BAHADUR SINGH,M,IND,172,0.03%,,994872,726792,73.05%,15,0,OTHERS
1134,1991,BIHAR,CHAPRA,ANGAD SINGH,M,DDP,134,0.02%,,994872,726792,73.05%,16,0,OTHERS
1135,1991,BIHAR,CHAPRA,DEVENDAR SINGH,M,IND,98,0.02%,,994872,726792,73.05%,17,0,OTHERS
1136,1991,BIHAR,CHAPRA,RAGHUBENDRA NARAIAN MEHTA,M,IND,80,0.01%,,994872,726792,73.05%,18,0,OTHERS
1137,1991,BIHAR,CHAPRA,VINOD KUMAR SINGH,M,IND,78,0.01%,,994872,726792,73.05%,19,0,OTHERS
1138,1991,BIHAR,CHAPRA,ARVIND KUMAR,M,IND,69,0.01%,,994872,726792,73.05%,20,0,OTHERS
1139,1991,BIHAR,CHAPRA,RAMESHWAR SINGH VISHWABANDHU,M,IND,55,0.01%,,994872,726792,73.05%,21,0,OTHERS
1140,1991,BIHAR,CHAPRA,PREM PRATAP SINGH,M,IND,41,0.01%,,994872,726792,73.05%,22,0,OTHERS
1141,1991,BIHAR,CHAPRA,JAGDISH SINGH,M,IND,21,0.00%,,994872,726792,73.05%,23,0,OTHERS
1142,1991,BIHAR,CHAPRA,VIRENDRA RAI,M,IND,14,0.00%,,994872,726792,73.05%,24,0,OTHERS
1145,1991,BIHAR,HAJIPUR (SC),RAM SUNDER DAS,M,JD,489105,65.76%,,980132,749558,76.48%,1,1,OTHERS
1146,1991,BIHAR,HAJIPUR (SC),DASAI CHOUDHARY,M,JP,121353,16.32%,,980132,749558,76.48%,2,0,OTHERS
1147,1991,BIHAR,HAJIPUR (SC),SANJIV PRASAD TONI,M,INC,102831,13.83%,,980132,749558,76.48%,3,0,INC
1148,1991,BIHAR,HAJIPUR (SC),RAJENDER RAM,M,BJP,28312,3.81%,,980132,749558,76.48%,4,0,BJP
1149,1991,BIHAR,HAJIPUR (SC),LAL DEV PASWAN,M,IND,479,0.06%,,902205,447712,49.62%,5,0,OTHERS
1150,1991,BIHAR,HAJIPUR (SC),NATHU BAITHA,M,DDP,324,0.04%,,902205,447712,49.62%,6,0,OTHERS
1151,1991,BIHAR,HAJIPUR (SC),SARYUG PASWAN,M,IND,258,0.03%,,902205,447712,49.62%,7,0,OTHERS
1152,1991,BIHAR,HAJIPUR (SC),MAHENDRA BHAGAT,M,IND,252,0.03%,,902205,447712,49.62%,8,0,OTHERS
1153,1991,BIHAR,HAJIPUR (SC),RAM CHANDRA RAM,M,IND,191,0.03%,,902205,447712,49.62%,9,0,OTHERS
1154,1991,BIHAR,HAJIPUR (SC),RAM DAYAL PASWAN,M,IND,179,0.02%,,980132,749558,76.48%,10,0,OTHERS
1155,1991,BIHAR,HAJIPUR (SC),VINODE RAVIDAS,M,IND,178,0.02%,,980132,749558,76.48%,11,0,OTHERS
1156,1991,BIHAR,HAJIPUR (SC),RAM NARESH PASWAN,M,IND,175,0.02%,,980132,749558,76.48%,12,0,OTHERS
1157,1991,BIHAR,HAJIPUR (SC),SURESH PASWAN,M,IND,83,0.01%,,980132,749558,76.48%,13,0,OTHERS
1158,1991,BIHAR,HAJIPUR (SC),KARAN KUMAR,M,IND,77,0.01%,,980132,749558,76.48%,14,0,OTHERS
1161,1991,BIHAR,VAISHALI,SHEO SHARAN SINGH,M,JD,346003,54.72%,,966531,637893,66.00%,1,1,OTHERS
1162,1991,BIHAR,VAISHALI,USHA SINGH (W),F,INC,236160,37.35%,,966531,637893,66.00%,2,0,INC
1163,1991,BIHAR,VAISHALI,SHYAM NARAIN THAKUR,M,BJP,16503,2.61%,,966531,637893,66.00%,3,0,BJP
1164,1991,BIHAR,VAISHALI,VALENDRA PD SINGH,M,JP,13306,2.10%,,966531,637893,66.00%,4,0,OTHERS
1165,1991,BIHAR,VAISHALI,LAKHENDRA RAI,M,IND,9368,1.48%,,966531,637893,66.00%,5,0,OTHERS
1166,1991,BIHAR,VAISHALI,SHEO SHANKER SINGH,M,IND,2537,0.40%,,966531,637893,66.00%,6,0,OTHERS
1167,1991,BIHAR,VAISHALI,PULISH MAHTO,M,IND,1634,0.26%,,966531,637893,66.00%,7,0,OTHERS
1168,1991,BIHAR,VAISHALI,KRISHNA KU SAH,M,LKD,758,0.12%,,966531,637893,66.00%,8,0,OTHERS
1169,1991,BIHAR,VAISHALI,ASHARFI SAHANI,M,IND,647,0.10%,,966531,637893,66.00%,9,0,OTHERS
1170,1991,BIHAR,VAISHALI,JAYANTI SINGH RATHOUR (W),F,IND,618,0.10%,,966531,637893,66.00%,10,0,OTHERS
1171,1991,BIHAR,VAISHALI,RADHIKA DEVI (W),F,IND,442,0.07%,,966531,637893,66.00%,11,0,OTHERS
1172,1991,BIHAR,VAISHALI,GOVARDHAN LAL,M,IND,423,0.07%,,966531,637893,66.00%,12,0,OTHERS
1173,1991,BIHAR,VAISHALI,BISHUNI BHAGAT,M,IND,340,0.05%,,966531,637893,66.00%,13,0,OTHERS
1174,1991,BIHAR,VAISHALI,BASUDEO BHAGAT,M,IND,331,0.05%,,966531,637893,66.00%,14,0,OTHERS
1175,1991,BIHAR,VAISHALI,ABBAS KHAN,M,IND,324,0.05%,,966531,637893,66.00%,15,0,OTHERS
1176,1991,BIHAR,VAISHALI,KAUSHAL KISHORE VIKAL,M,BKUS,293,0.05%,,966531,637893,66.00%,16,0,OTHERS
1182,1991,BIHAR,VAISHALI,KRISHNA KUMAR SINGH (PHULWARIA),M,IND,275,0.04%,,966531,637893,66.00%,17,0,OTHERS
1183,1991,BIHAR,VAISHALI,RAM SAGAR SINGH,M,IND,248,0.04%,,966531,637893,66.00%,18,0,OTHERS
1184,1991,BIHAR,VAISHALI,NAVIN KUMAR,M,IND,239,0.04%,,966531,637893,66.00%,19,0,OTHERS
1185,1991,BIHAR,VAISHALI,RANJAN KUMAR SHARMA,M,IND,229,0.04%,,966531,637893,66.00%,20,0,OTHERS
1186,1991,BIHAR,VAISHALI,MITHLESH KUMAR,M,IND,175,0.03%,,966531,637893,66.00%,21,0,OTHERS
1187,1991,BIHAR,VAISHALI,KRISHNA KUMAR SINGH (GIDHA),M,IND,169,0.03%,,966531,637893,66.00%,22,0,OTHERS
1188,1991,BIHAR,VAISHALI,CHANDRIKA KUAR,M,IND,161,0.03%,,966531,637893,66.00%,23,0,OTHERS
1189,1991,BIHAR,VAISHALI,GANPAT SINGH,M,IND,145,0.02%,,966531,637893,66.00%,24,0,OTHERS
1190,1991,BIHAR,VAISHALI,MAULVI ALAM,M,IND,137,0.02%,,966531,637893,66.00%,25,0,OTHERS
1191,1991,BIHAR,VAISHALI,RUP NARAYAN BHAGAT,M,IND,136,0.02%,,966531,637893,66.00%,26,0,OTHERS
1192,1991,BIHAR,VAISHALI,JITENDRA,M,IND,103,0.02%,,966531,637893,66.00%,27,0,OTHERS
1193,1991,BIHAR,VAISHALI,BABAN SINGH,M,IND,80,0.01%,,966531,637893,66.00%,28,0,OTHERS
1194,1991,BIHAR,VAISHALI,SAIYED MAHAMAD SOIB,M,IND,80,0.01%,,966531,637893,66.00%,28,0,OTHERS
1195,1991,BIHAR,VAISHALI,VINOD DUBEY,M,IND,62,0.01%,,966531,637893,66.00%,30,0,OTHERS
1196,1991,BIHAR,VAISHALI,OM PRAKASH SINGH,M,IND,57,0.01%,,966531,637893,66.00%,31,0,OTHERS
1197,1991,BIHAR,VAISHALI,SAHBAN KHAN,M,IND,55,0.01%,,966531,637893,66.00%,32,0,OTHERS
1198,1991,BIHAR,VAISHALI,MAHIM NARAN SINGH,M,DDP,54,0.01%,,966531,637893,66.00%,33,0,OTHERS
1199,1991,BIHAR,VAISHALI,NKPS SARWPRATHAM,M,FBL,51,0.01%,,966531,637893,66.00%,34,0,OTHERS
1200,1991,BIHAR,VAISHALI,RAM NARAYAN MISHRA,M,IND,45,0.01%,,966531,637893,66.00%,35,0,OTHERS
1201,1991,BIHAR,VAISHALI,AJAY KUMAR CHOUDHARY,M,IND,41,0.01%,,966531,637893,66.00%,36,0,OTHERS
1202,1991,BIHAR,VAISHALI,RAM KISHORE SINGH,M,IND,33,0.01%,,966531,637893,66.00%,37,0,OTHERS
1205,1991,BIHAR,MUZAFFARPUR,GEORGE FERNANDESE,M,JD,320833,50.72%,,988777,640495,64.78%,1,1,OTHERS
1206,1991,BIHAR,MUZAFFARPUR,RAGHUNATH PANDEY,M,INC,270786,42.81%,,988777,640495,64.78%,2,0,INC
1207,1991,BIHAR,MUZAFFARPUR,BHAGWAN LAL SAHNI,M,BJP,29382,4.65%,,988777,640495,64.78%,3,0,BJP
1208,1991,BIHAR,MUZAFFARPUR,KISHORE SUMAN,M,IND,2719,0.43%,,988777,640495,64.78%,4,0,OTHERS
1209,1991,BIHAR,MUZAFFARPUR,INDAL SINGH (NAVIN),M,JP,2490,0.39%,,988777,640495,64.78%,5,0,OTHERS
1210,1991,BIHAR,MUZAFFARPUR,RAM SHRESTH MISHRA,M,IND,947,0.15%,,988777,640495,64.78%,6,0,OTHERS
1211,1991,BIHAR,MUZAFFARPUR,VINOD RAI,M,IND,455,0.07%,,988777,640495,64.78%,7,0,OTHERS
1212,1991,BIHAR,MUZAFFARPUR,MAULVI ALAM,M,IND,367,0.06%,,988777,640495,64.78%,8,0,OTHERS
1213,1991,BIHAR,MUZAFFARPUR,SHEOJI PRASAD,M,IND,351,0.06%,,988777,640495,64.78%,9,0,OTHERS
1214,1991,BIHAR,MUZAFFARPUR,ASHOK KUMAR SAHU,M,IND,346,0.05%,,988777,640495,64.78%,10,0,OTHERS
1215,1991,BIHAR,MUZAFFARPUR,RAM LALA MISHRA,M,IND,315,0.05%,,988777,640495,64.78%,11,0,OTHERS
1216,1991,BIHAR,MUZAFFARPUR,RAM BALAK MANDAL,M,BKUS,309,0.05%,,988777,640495,64.78%,12,0,OTHERS
1217,1991,BIHAR,MUZAFFARPUR,M NISALDIN,M,IND,240,0.04%,,988777,640495,64.78%,13,0,OTHERS
1218,1991,BIHAR,MUZAFFARPUR,PREM KUMAR SAH,M,IND,233,0.04%,,988777,640495,64.78%,14,0,OTHERS
1219,1991,BIHAR,MUZAFFARPUR,PRALADH BAITHA,M,BSP,229,0.04%,,988777,640495,64.78%,15,0,OTHERS
1220,1991,BIHAR,MUZAFFARPUR,RAMDAYAL THAKUR,M,IND,215,0.03%,,988777,640495,64.78%,16,0,OTHERS
1221,1991,BIHAR,MUZAFFARPUR,RAMESH SHARMA,M,IND,205,0.03%,,988777,640495,64.78%,17,0,OTHERS
1222,1991,BIHAR,MUZAFFARPUR,JAMIL AHMED,M,IND,172,0.03%,,988777,640495,64.78%,18,0,OTHERS
1223,1991,BIHAR,MUZAFFARPUR,JAGARNATH SAH,M,LKD,141,0.02%,,988777,640495,64.78%,19,0,OTHERS
1224,1991,BIHAR,MUZAFFARPUR,RAMESHWAR SAH,M,IND,139,0.02%,,988777,640495,64.78%,20,0,OTHERS
1225,1991,BIHAR,MUZAFFARPUR,RAM BARAN THAKUR,M,IND,129,0.02%,,988777,640495,64.78%,21,0,OTHERS
1226,1991,BIHAR,MUZAFFARPUR,RAM KRIT SAH,M,DDP,121,0.02%,,988777,640495,64.78%,22,0,OTHERS
1227,1991,BIHAR,MUZAFFARPUR,HIRA THAKUR,M,IND,115,0.02%,,988777,640495,64.78%,23,0,OTHERS
1228,1991,BIHAR,MUZAFFARPUR,SALLIMULIAH,M,IND,107,0.02%,,988777,640495,64.78%,24,0,OTHERS
1229,1991,BIHAR,MUZAFFARPUR,KAILASH CHANDRA AGARWAL,M,IND,102,0.02%,,988777,640495,64.78%,25,0,OTHERS
1230,1991,BIHAR,MUZAFFARPUR,RAM LAGAN PRASAD,M,IND,95,0.02%,,988777,640495,64.78%,26,0,OTHERS
1231,1991,BIHAR,MUZAFFARPUR,SAMBHU SAH,M,IND,90,0.01%,,988777,640495,64.78%,27,0,OTHERS
1232,1991,BIHAR,MUZAFFARPUR,MD ISRAIL,M,IND,74,0.01%,,988777,640495,64.78%,28,0,OTHERS
1238,1991,BIHAR,MUZAFFARPUR,JAI NANDAN SINGH,M,IND,70,0.01%,,988777,640495,64.78%,29,0,OTHERS
1239,1991,BIHAR,MUZAFFARPUR,ALLAUDDIN,M,IND,69,0.01%,,988777,640495,64.78%,30,0,OTHERS
